gene_ID	transcript_ID	annot_gene_id	annot_transcript_id	annot_gene_name	annot_transcript_name	n_exons	length	gene_novelty	transcript_novelty	ISM_subtype	barcode01	barcode02	barcode03	barcode04
151	131156	TALONG000000151	TALONT000131156	TALONG000000151	TALONT000131156	4	745	Antisense	ISM	Prefix	42	13	6	10
151	131480	TALONG000000151	TALONT000131480	TALONG000000151	TALONT000131480	3	656	Antisense	ISM	Prefix	1209	305	252	422
9	131481	R1_103	TALONT000131481	TALONG000000009	TALONT000131481	3	646	Known	ISM	Both	287	70	47	85
9	131482	R1_103	TALONT000131482	TALONG000000009	TALONT000131482	3	513	Known	ISM	Suffix	1120	278	266	381
151	131483	TALONG000000151	TALONT000131483	TALONG000000151	TALONT000131483	3	510	Antisense	ISM	Prefix	50	21	7	14
9	131487	R1_103	TALONT000131487	TALONG000000009	TALONT000131487	3	508	Known	ISM	Suffix	88	13	12	32
151	131562	TALONG000000151	TALONT000131562	TALONG000000151	TALONT000131562	3	645	Antisense	ISM	Prefix	86	13	13	16
151	131817	TALONG000000151	TALONT000131817	TALONG000000151	TALONT000131817	2	522	Antisense	ISM	Prefix	1024	215	161	300
9	131819	R1_103	TALONT000131819	TALONG000000009	TALONT000131819	2	513	Known	ISM	Suffix	864	195	181	290
9	131820	R1_103	TALONT000131820	TALONG000000009	TALONT000131820	2	509	Known	ISM	Suffix	209	44	32	78
151	131992	TALONG000000151	TALONT000131992	TALONG000000151	TALONT000131992	1	402	Antisense	ISM	None	2900	652	162	225
9	131997	R1_103	TALONT000131997	TALONG000000009	TALONT000131997	2	413	Known	ISM	Suffix	393	75	8	10
151	132008	TALONG000000151	TALONT000132008	TALONG000000151	TALONT000132008	2	427	Antisense	ISM	Prefix	287	43	5	14
151	132010	TALONG000000151	TALONT000132010	TALONG000000151	TALONT000132010	2	413	Antisense	ISM	Prefix	486	80	12	17
24	132199	R2_150	TALONT000132199	TALONG000000024	TALONT000132199	3	1701	Known	ISM	Suffix	44	47	5	8
75	132200	R2_14	TALONT000132200	TALONG000000075	TALONT000132200	1	899	Known	ISM	None	67	29	7	13
24	132202	R2_150	TALONT000132202	TALONG000000024	TALONT000132202	3	1179	Known	ISM	None	13	12	8	6
24	132203	R2_150	TALONT000132203	TALONG000000024	TALONT000132203	4	1332	Known	ISM	Suffix	26	16	7	15
24	132204	R2_150	TALONT000132204	TALONG000000024	TALONT000132204	8	1689	Known	ISM	Suffix	26	30	22	28
65	132207	R2_19	TALONT000132207	TALONG000000065	TALONT000132207	3	1278	Known	ISM	Both	56	45	10	13
65	132208	R2_19	TALONT000132208	TALONG000000065	TALONT000132208	4	1331	Known	ISM	Suffix	31	18	13	13
65	132236	R2_19	TALONT000132236	TALONG000000065	TALONT000132236	3	1101	Known	ISM	Suffix	12	14	7	7
212	132437	TALONG000000212	TALONT000132437	TALONG000000212	TALONT000132437	6	1362	Antisense	Antisense	None	10	5	156	212
212	132608	TALONG000000212	TALONT000132608	TALONG000000212	TALONT000132608	7	1488	Antisense	NIC	None	11	19	8	11
43	132610	R1_102	TALONT000132610	TALONG000000043	TALONT000132610	7	1135	Known	NIC	None	18	18	14	23
212	132687	TALONG000000212	TALONT000132687	TALONG000000212	TALONT000132687	7	1490	Antisense	NIC	None	97	86	56	81
212	132690	TALONG000000212	TALONT000132690	TALONG000000212	TALONT000132690	7	1487	Antisense	NIC	None	6	9	6	5
43	132849	R1_102	TALONT000132849	TALONG000000043	TALONT000132849	6	1363	Known	ISM	Suffix	33	17	16	15
212	132852	TALONG000000212	TALONT000132852	TALONG000000212	TALONT000132852	6	1358	Antisense	ISM	Prefix	44	21	16	25
212	133023	TALONG000000212	TALONT000133023	TALONG000000212	TALONT000133023	4	929	Antisense	ISM	Prefix	27	9	9	9
160	133125	TALONG000000160	TALONT000133125	TALONG000000160	TALONT000133125	2	631	Antisense	ISM	Prefix	25	5	10	9
212	133151	TALONG000000212	TALONT000133151	TALONG000000212	TALONT000133151	1	438	Antisense	ISM	None	49	8	17	33
35	133178	R1_13	TALONT000133178	TALONG000000035	TALONT000133178	10	1937	Known	NNC	None	80	87	30	53
214	133181	TALONG000000214	TALONT000133181	TALONG000000214	TALONT000133181	1	5	Antisense	Antisense	None	680	193	127	144
24	133185	R2_150	TALONT000133185	TALONG000000024	TALONT000133185	10	1947	Known	NIC	None	35	55	16	23
24	133186	R2_150	TALONT000133186	TALONG000000024	TALONT000133186	10	1944	Known	ISM	Suffix	391	497	160	222
24	133199	R2_150	TALONT000133199	TALONG000000024	TALONT000133199	6	1178	Known	ISM	Prefix	33	11	5	8
24	133200	R2_150	TALONT000133200	TALONG000000024	TALONT000133200	10	1937	Known	NIC	None	81	91	30	52
24	133204	R2_150	TALONT000133204	TALONG000000024	TALONT000133204	5	1151	Known	ISM	Prefix	38	24	13	16
24	133205	R2_150	TALONT000133205	TALONG000000024	TALONT000133205	2	758	Known	ISM	Prefix	51	15	10	16
24	133206	R2_150	TALONT000133206	TALONG000000024	TALONT000133206	7	1333	Known	ISM	Prefix	29	10	7	8
24	133209	R2_150	TALONT000133209	TALONG000000024	TALONT000133209	10	1936	Known	NIC	None	25	40	12	8
24	133216	R2_150	TALONT000133216	TALONG000000024	TALONT000133216	10	1933	Known	NIC	None	43	59	23	34
24	133220	R2_150	TALONT000133220	TALONG000000024	TALONT000133220	10	1930	Known	NIC	None	10	23	5	8
24	133251	R2_150	TALONT000133251	TALONG000000024	TALONT000133251	10	1934	Known	NIC	None	23	25	12	16
35	133632	R1_13	TALONT000133632	TALONG000000035	TALONT000133632	10	1934	Known	NIC	None	16	20	5	11
35	133633	R1_13	TALONT000133633	TALONG000000035	TALONT000133633	10	1936	Known	NIC	None	33	35	9	9
35	133634	R1_13	TALONT000133634	TALONG000000035	TALONT000133634	5	1067	Known	ISM	Suffix	31	24	5	12
35	133639	R1_13	TALONT000133639	TALONG000000035	TALONT000133639	10	1933	Known	NIC	None	46	50	14	17
35	133640	R1_13	TALONT000133640	TALONG000000035	TALONT000133640	2	704	Known	ISM	Suffix	46	17	9	19
35	133643	R1_13	TALONT000133643	TALONG000000035	TALONT000133643	10	1934	Known	NIC	None	24	29	9	15
35	133644	R1_13	TALONT000133644	TALONG000000035	TALONT000133644	6	1328	Known	ISM	Suffix	20	14	8	8
35	133682	R1_13	TALONT000133682	TALONG000000035	TALONT000133682	10	1943	Known	NIC	None	27	28	13	15
24	134875	R2_150	TALONT000134875	TALONG000000024	TALONT000134875	3	701	Known	ISM	Suffix	96	29	3617	5926
24	134876	R2_150	TALONT000134876	TALONG000000024	TALONT000134876	3	698	Known	ISM	Suffix	652	159	26134	41864
160	134877	TALONG000000160	TALONT000134877	TALONG000000160	TALONT000134877	3	704	Antisense	ISM	Prefix	44	16	2710	4349
160	134878	TALONG000000160	TALONT000134878	TALONG000000160	TALONT000134878	3	696	Antisense	ISM	Prefix	128	27	4874	7864
24	134879	R2_150	TALONT000134879	TALONG000000024	TALONT000134879	3	690	Known	ISM	Suffix	43	13	1558	2621
24	134882	R2_150	TALONT000134882	TALONG000000024	TALONT000134882	2	368	Known	ISM	Prefix	19	8	799	1275
160	134892	TALONG000000160	TALONT000134892	TALONG000000160	TALONT000134892	1	354	Antisense	ISM	None	20	5	643	733
220	135664	TALONG000000220	TALONT000135664	TALONG000000220	TALONT000135664	2	427	Antisense	NIC	None	229	64	63	83
222	135804	TALONG000000222	TALONT000135804	TALONG000000222	TALONT000135804	6	711	Antisense	ISM	Suffix	25	13	12	17
222	135842	TALONG000000222	TALONT000135842	TALONG000000222	TALONT000135842	6	747	Antisense	ISM	Suffix	30	15	23	19
222	135851	TALONG000000222	TALONT000135851	TALONG000000222	TALONT000135851	6	642	Antisense	ISM	Suffix	82	38	40	72
224	135996	TALONG000000224	TALONT000135996	TALONG000000224	TALONT000135996	1	995	Antisense	Antisense	None	81	33	46	76
226	136466	TALONG000000226	TALONT000136466	TALONG000000226	TALONT000136466	2	943	Antisense	ISM	Prefix	854	610	683	866
226	136467	TALONG000000226	TALONT000136467	TALONG000000226	TALONT000136467	2	938	Antisense	NIC	None	12	8	11	9
226	136469	TALONG000000226	TALONT000136469	TALONG000000226	TALONT000136469	2	979	Antisense	ISM	Prefix	45	33	43	40
226	136470	TALONG000000226	TALONT000136470	TALONG000000226	TALONT000136470	2	928	Antisense	ISM	Prefix	1078	837	917	1148
226	136471	TALONG000000226	TALONT000136471	TALONG000000226	TALONT000136471	3	973	Antisense	NNC	None	170	108	151	155
226	136472	TALONG000000226	TALONT000136472	TALONG000000226	TALONT000136472	2	934	Antisense	NIC	None	355	276	299	403
41	136473	R1_91	TALONT000136473	TALONG000000041	TALONT000136473	2	931	Known	NNC	None	18	9	11	15
41	136476	R1_91	TALONT000136476	TALONG000000041	TALONT000136476	2	946	Known	ISM	Prefix	604	404	504	603
41	136477	R1_91	TALONT000136477	TALONG000000041	TALONT000136477	2	990	Known	NNC	None	20	8	20	17
226	136478	TALONG000000226	TALONT000136478	TALONG000000226	TALONT000136478	2	973	Antisense	NIC	None	57	33	37	41
41	136479	R1_91	TALONT000136479	TALONG000000041	TALONT000136479	2	935	Known	NNC	None	179	131	149	178
41	136483	R1_91	TALONT000136483	TALONG000000041	TALONT000136483	2	940	Known	NIC	None	98	65	69	88
226	136485	TALONG000000226	TALONT000136485	TALONG000000226	TALONT000136485	3	983	Antisense	NNC	None	123	75	75	98
226	136486	TALONG000000226	TALONT000136486	TALONG000000226	TALONT000136486	3	994	Antisense	NNC	None	26	11	21	6
226	136491	TALONG000000226	TALONT000136491	TALONG000000226	TALONT000136491	2	968	Antisense	ISM	Prefix	352	216	269	335
226	136492	TALONG000000226	TALONT000136492	TALONG000000226	TALONT000136492	3	966	Antisense	NNC	None	47	45	67	71
227	136494	TALONG000000227	TALONT000136494	TALONG000000227	TALONT000136494	2	921	Antisense	ISM	Prefix	60	37	33	34
41	136496	R1_91	TALONT000136496	TALONG000000041	TALONT000136496	2	952	Known	NNC	None	354	203	249	322
41	136499	R1_91	TALONT000136499	TALONG000000041	TALONT000136499	2	941	Known	NIC	None	23	24	20	24
41	136502	R1_91	TALONT000136502	TALONG000000041	TALONT000136502	2	924	Known	NNC	None	136	106	119	155
1	136508	R1_83	TALONT000136508	TALONG000000001	TALONT000136508	2	930	Known	NIC	None	54	36	45	74
1	136509	R1_83	TALONT000136509	TALONG000000001	TALONT000136509	2	942	Known	NNC	None	39	31	24	49
226	136510	TALONG000000226	TALONT000136510	TALONG000000226	TALONT000136510	2	945	Antisense	ISM	Prefix	125	98	136	136
1	136513	R1_83	TALONT000136513	TALONG000000001	TALONT000136513	2	928	Known	NNC	None	46	50	53	72
1	136514	R1_83	TALONT000136514	TALONG000000001	TALONT000136514	3	1002	Known	NNC	None	48	26	39	45
1	136516	R1_83	TALONT000136516	TALONG000000001	TALONT000136516	2	958	Known	NIC	None	40	37	35	37
226	136519	TALONG000000226	TALONT000136519	TALONG000000226	TALONT000136519	3	988	Antisense	NIC	None	60	35	66	94
41	136537	R1_91	TALONT000136537	TALONG000000041	TALONT000136537	2	922	Known	NIC	None	7	10	10	12
1	136539	R1_83	TALONT000136539	TALONG000000001	TALONT000136539	2	919	Known	NNC	None	7	5	5	7
1	136543	R1_83	TALONT000136543	TALONG000000001	TALONT000136543	2	932	Known	NNC	None	84	59	53	79
41	136544	R1_91	TALONT000136544	TALONG000000041	TALONT000136544	2	551	Known	NNC	None	127	61	92	74
1	136546	R1_83	TALONT000136546	TALONG000000001	TALONT000136546	3	1004	Known	NIC	None	16	17	23	19
1	136547	R1_83	TALONT000136547	TALONG000000001	TALONT000136547	2	930	Known	NNC	None	20	15	19	26
41	136548	R1_91	TALONT000136548	TALONG000000041	TALONT000136548	2	552	Known	NIC	None	17	6	7	12
226	136551	TALONG000000226	TALONT000136551	TALONG000000226	TALONT000136551	2	316	Antisense	NIC	None	35	12	13	18
226	136552	TALONG000000226	TALONT000136552	TALONG000000226	TALONT000136552	2	951	Antisense	ISM	Prefix	57	52	56	69
41	136553	R1_91	TALONT000136553	TALONG000000041	TALONT000136553	2	922	Known	ISM	Suffix	9	5	7	8
1	136557	R1_83	TALONT000136557	TALONG000000001	TALONT000136557	3	994	Known	NNC	None	33	37	33	38
41	136558	R1_91	TALONT000136558	TALONG000000041	TALONT000136558	2	976	Known	NIC	None	34	14	26	31
1	136563	R1_83	TALONT000136563	TALONG000000001	TALONT000136563	2	923	Known	NNC	None	15	19	12	20
1	136568	R1_83	TALONT000136568	TALONG000000001	TALONT000136568	2	925	Known	NNC	None	7	6	5	10
41	136569	R1_91	TALONT000136569	TALONG000000041	TALONT000136569	2	959	Known	NNC	None	48	25	52	59
228	136571	TALONG000000228	TALONT000136571	TALONG000000228	TALONT000136571	2	942	Antisense	ISM	Suffix	701	477	605	624
21	136572	R2_65	TALONT000136572	TALONG000000021	TALONT000136572	2	927	Known	ISM	Suffix	1349	916	1187	1350
228	136573	TALONG000000228	TALONT000136573	TALONG000000228	TALONT000136573	2	933	Antisense	NIC	None	375	244	336	361
44	136574	R2_115	TALONT000136574	TALONG000000044	TALONT000136574	2	945	Known	NNC	None	14	18	6	13
21	136577	R2_65	TALONT000136577	TALONG000000021	TALONT000136577	2	920	Known	ISM	Suffix	188	135	143	192
44	136578	R2_115	TALONT000136578	TALONG000000044	TALONT000136578	2	944	Known	NIC	None	54	59	55	81
228	136579	TALONG000000228	TALONT000136579	TALONG000000228	TALONT000136579	2	929	Antisense	NIC	None	59	38	30	60
228	136580	TALONG000000228	TALONT000136580	TALONG000000228	TALONT000136580	2	934	Antisense	NIC	None	102	65	88	123
228	136584	TALONG000000228	TALONT000136584	TALONG000000228	TALONT000136584	2	945	Antisense	NIC	None	280	185	234	285
44	136585	R2_115	TALONT000136585	TALONG000000044	TALONT000136585	3	972	Known	NIC	None	11	5	12	7
21	136586	R2_65	TALONT000136586	TALONG000000021	TALONT000136586	2	939	Known	ISM	Suffix	69	32	49	58
228	136589	TALONG000000228	TALONT000136589	TALONG000000228	TALONT000136589	2	928	Antisense	NIC	None	9	5	9	14
230	136591	TALONG000000230	TALONT000136591	TALONG000000230	TALONT000136591	2	676	Antisense	NIC	None	32	8	13	21
228	136592	TALONG000000228	TALONT000136592	TALONG000000228	TALONT000136592	2	551	Antisense	NIC	None	33	14	17	26
230	136594	TALONG000000230	TALONT000136594	TALONG000000230	TALONT000136594	2	596	Antisense	NIC	None	34	7	25	28
44	136603	R2_115	TALONT000136603	TALONG000000044	TALONT000136603	2	935	Known	NIC	None	17	16	18	15
228	136605	TALONG000000228	TALONT000136605	TALONG000000228	TALONT000136605	2	941	Antisense	NIC	None	44	22	31	45
228	136606	TALONG000000228	TALONT000136606	TALONG000000228	TALONT000136606	2	934	Antisense	NIC	None	22	15	24	31
228	136609	TALONG000000228	TALONT000136609	TALONG000000228	TALONT000136609	2	930	Antisense	NIC	None	27	14	18	26
228	136611	TALONG000000228	TALONT000136611	TALONG000000228	TALONT000136611	2	951	Antisense	NIC	None	35	24	34	43
230	136615	TALONG000000230	TALONT000136615	TALONG000000230	TALONT000136615	2	633	Antisense	NNC	None	8	10	12	6
44	136630	R2_115	TALONT000136630	TALONG000000044	TALONT000136630	2	967	Known	NIC	None	14	9	15	18
228	136640	TALONG000000228	TALONT000136640	TALONG000000228	TALONT000136640	2	947	Antisense	NIC	None	13	18	25	23
44	136651	R2_115	TALONT000136651	TALONG000000044	TALONT000136651	2	933	Known	NNC	None	5	8	7	11
228	136652	TALONG000000228	TALONT000136652	TALONG000000228	TALONT000136652	2	930	Antisense	NIC	None	8	11	16	15
228	136710	TALONG000000228	TALONT000136710	TALONG000000228	TALONT000136710	2	940	Antisense	NIC	None	14	9	11	15
228	136737	TALONG000000228	TALONT000136737	TALONG000000228	TALONT000136737	2	921	Antisense	NIC	None	6	7	8	10
228	136739	TALONG000000228	TALONT000136739	TALONG000000228	TALONT000136739	2	928	Antisense	NIC	None	5	5	14	9
228	136741	TALONG000000228	TALONT000136741	TALONG000000228	TALONT000136741	2	936	Antisense	NIC	None	12	8	7	6
228	136903	TALONG000000228	TALONT000136903	TALONG000000228	TALONT000136903	2	923	Antisense	NIC	None	71	51	63	78
44	136905	R2_115	TALONT000136905	TALONG000000044	TALONT000136905	2	550	Known	NIC	None	147	66	95	98
228	136909	TALONG000000228	TALONT000136909	TALONG000000228	TALONT000136909	2	918	Antisense	NIC	None	53	27	36	53
228	136916	TALONG000000228	TALONT000136916	TALONG000000228	TALONT000136916	2	936	Antisense	NIC	None	11	8	15	14
228	136917	TALONG000000228	TALONT000136917	TALONG000000228	TALONT000136917	2	550	Antisense	NNC	None	16	5	10	9
228	136918	TALONG000000228	TALONT000136918	TALONG000000228	TALONT000136918	2	922	Antisense	NNC	None	11	6	11	8
228	136930	TALONG000000228	TALONT000136930	TALONG000000228	TALONT000136930	2	924	Antisense	NNC	None	20	8	21	20
228	136932	TALONG000000228	TALONT000136932	TALONG000000228	TALONT000136932	2	157	Antisense	NIC	None	13	5	7	14
228	136960	TALONG000000228	TALONT000136960	TALONG000000228	TALONT000136960	2	564	Antisense	NIC	None	12	10	7	8
228	136962	TALONG000000228	TALONT000136962	TALONG000000228	TALONT000136962	2	171	Antisense	NIC	None	49	9	29	34
228	136965	TALONG000000228	TALONT000136965	TALONG000000228	TALONT000136965	2	940	Antisense	ISM	Suffix	35	21	25	36
228	136966	TALONG000000228	TALONT000136966	TALONG000000228	TALONT000136966	2	925	Antisense	NIC	None	12	8	14	16
228	136990	TALONG000000228	TALONT000136990	TALONG000000228	TALONT000136990	2	551	Antisense	NNC	None	11	5	7	5
228	137031	TALONG000000228	TALONT000137031	TALONG000000228	TALONT000137031	2	922	Antisense	NIC	None	14	10	16	20
41	138140	R1_91	TALONT000138140	TALONG000000041	TALONT000138140	2	964	Known	NIC	None	10	5	11	8
227	138155	TALONG000000227	TALONT000138155	TALONG000000227	TALONT000138155	2	959	Antisense	NIC	None	14	7	6	10
1	138169	R1_83	TALONT000138169	TALONG000000001	TALONT000138169	2	935	Known	NIC	None	23	7	13	15
41	138173	R1_91	TALONT000138173	TALONG000000041	TALONT000138173	2	930	Known	NIC	None	20	6	10	12
41	138175	R1_91	TALONT000138175	TALONG000000041	TALONT000138175	2	581	Known	NIC	None	8	9	7	6
41	138177	R1_91	TALONT000138177	TALONG000000041	TALONT000138177	2	969	Known	NIC	None	9	9	9	6
41	138184	R1_91	TALONT000138184	TALONG000000041	TALONT000138184	3	1040	Known	NNC	None	13	7	10	10
1	138189	R1_83	TALONT000138189	TALONG000000001	TALONT000138189	2	933	Known	NIC	None	10	5	5	5
41	138224	R1_91	TALONT000138224	TALONG000000041	TALONT000138224	3	986	Known	NIC	None	12	6	10	8
227	138277	TALONG000000227	TALONT000138277	TALONG000000227	TALONT000138277	2	935	Antisense	ISM	Prefix	9	14	12	16
1	138363	R1_83	TALONT000138363	TALONG000000001	TALONT000138363	2	930	Known	NIC	None	5	5	5	5
41	138427	R1_91	TALONT000138427	TALONG000000041	TALONT000138427	2	970	Known	NNC	None	11	7	14	16
226	138431	TALONG000000226	TALONT000138431	TALONG000000226	TALONT000138431	3	974	Antisense	NNC	None	12	8	12	21
41	138453	R1_91	TALONT000138453	TALONG000000041	TALONT000138453	2	562	Known	NIC	None	6	8	9	9
41	138458	R1_91	TALONT000138458	TALONG000000041	TALONT000138458	2	945	Known	NNC	None	10	6	6	12
41	138485	R1_91	TALONT000138485	TALONG000000041	TALONT000138485	2	157	Known	NIC	None	11	6	12	8
1	138512	R1_83	TALONT000138512	TALONG000000001	TALONT000138512	3	1031	Known	NNC	None	10	5	9	8
41	138514	R1_91	TALONT000138514	TALONG000000041	TALONT000138514	2	942	Known	NNC	None	10	7	12	14
232	138544	TALONG000000232	TALONT000138544	TALONG000000232	TALONT000138544	2	549	Antisense	NIC	None	6	5	6	5
1	138709	R1_83	TALONT000138709	TALONG000000001	TALONT000138709	2	920	Known	NIC	None	7	8	11	5
21	140949	R2_65	TALONT000140949	TALONG000000021	TALONT000140949	4	604	Known	ISM	Suffix	40	9	1646	2568
21	140953	R2_65	TALONT000140953	TALONG000000021	TALONT000140953	3	957	Known	ISM	Suffix	548	204	116	175
41	140955	R1_91	TALONT000140955	TALONG000000041	TALONT000140955	2	885	Known	ISM	Both	23	10	5	6
21	140956	R2_65	TALONT000140956	TALONG000000021	TALONT000140956	3	950	Known	ISM	Suffix	18	13	7	6
227	141358	TALONG000000227	TALONT000141358	TALONG000000227	TALONT000141358	5	716	Antisense	ISM	Prefix	6306	1920	3613	6120
227	141359	TALONG000000227	TALONT000141359	TALONG000000227	TALONT000141359	5	722	Antisense	NIC	None	653	230	411	603
49	141361	R1_73	TALONT000141361	TALONG000000049	TALONT000141361	6	999	Known	ISM	None	61	11	35	53
49	141362	R1_73	TALONT000141362	TALONG000000049	TALONT000141362	5	680	Known	ISM	Both	6437	1713	3552	5907
49	141363	R1_73	TALONT000141363	TALONG000000049	TALONT000141363	5	659	Known	ISM	Suffix	985	233	526	862
227	141364	TALONG000000227	TALONT000141364	TALONG000000227	TALONT000141364	6	998	Antisense	ISM	Prefix	133	41	92	127
227	141365	TALONG000000227	TALONT000141365	TALONG000000227	TALONT000141365	5	781	Antisense	ISM	Prefix	897	260	477	836
227	141366	TALONG000000227	TALONT000141366	TALONG000000227	TALONT000141366	7	1269	Antisense	ISM	None	219	118	148	280
227	141367	TALONG000000227	TALONT000141367	TALONG000000227	TALONT000141367	5	663	Antisense	ISM	Prefix	80	13	31	52
227	141368	TALONG000000227	TALONT000141368	TALONG000000227	TALONT000141368	5	666	Antisense	NIC	None	120	31	63	123
49	141370	R1_73	TALONT000141370	TALONG000000049	TALONT000141370	2	158	Known	ISM	Prefix	41	12	18	28
49	141371	R1_73	TALONT000141371	TALONG000000049	TALONT000141371	5	684	Known	ISM	Both	1944	537	1143	1714
49	141372	R1_73	TALONT000141372	TALONG000000049	TALONT000141372	5	676	Known	NIC	None	51	12	17	57
49	141373	R1_73	TALONT000141373	TALONG000000049	TALONT000141373	5	772	Known	NIC	None	12	9	8	16
49	141374	R1_73	TALONT000141374	TALONG000000049	TALONT000141374	5	682	Known	NIC	None	144	42	96	122
227	141375	TALONG000000227	TALONT000141375	TALONG000000227	TALONT000141375	5	803	Antisense	ISM	Prefix	69	24	45	87
227	141377	TALONG000000227	TALONT000141377	TALONG000000227	TALONT000141377	5	683	Antisense	NIC	None	14	5	6	14
227	141381	TALONG000000227	TALONT000141381	TALONG000000227	TALONT000141381	8	1279	Antisense	ISM	None	86	46	63	121
227	141382	TALONG000000227	TALONT000141382	TALONG000000227	TALONT000141382	5	1379	Antisense	NIC	None	20	5	10	20
49	141385	R1_73	TALONT000141385	TALONG000000049	TALONT000141385	5	684	Known	NIC	None	40	13	17	38
49	141387	R1_73	TALONT000141387	TALONG000000049	TALONT000141387	5	717	Known	NIC	None	62	18	29	58
49	141388	R1_73	TALONT000141388	TALONG000000049	TALONT000141388	4	414	Known	ISM	Both	239	55	143	181
49	141391	R1_73	TALONT000141391	TALONG000000049	TALONT000141391	7	1210	Known	NIC	None	28	20	19	35
49	141392	R1_73	TALONT000141392	TALONG000000049	TALONT000141392	7	1019	Known	ISM	Suffix	229	112	166	283
49	141394	R1_73	TALONT000141394	TALONG000000049	TALONT000141394	6	993	Known	ISM	Prefix	29	8	15	25
49	141395	R1_73	TALONT000141395	TALONG000000049	TALONT000141395	5	679	Known	NIC	None	58	11	28	61
49	141400	R1_73	TALONT000141400	TALONG000000049	TALONT000141400	7	1216	Known	ISM	Suffix	69	39	52	104
49	141401	R1_73	TALONT000141401	TALONG000000049	TALONT000141401	5	804	Known	NIC	None	19	10	15	21
49	141402	R1_73	TALONT000141402	TALONG000000049	TALONT000141402	6	995	Known	ISM	Prefix	172	50	99	160
49	141407	R1_73	TALONT000141407	TALONG000000049	TALONT000141407	3	234	Known	ISM	Prefix	60	14	30	29
49	141412	R1_73	TALONT000141412	TALONG000000049	TALONT000141412	8	1276	Known	NIC	None	118	72	87	152
227	141415	TALONG000000227	TALONT000141415	TALONG000000227	TALONT000141415	4	464	Antisense	ISM	Both	185	31	89	134
227	141417	TALONG000000227	TALONT000141417	TALONG000000227	TALONT000141417	14	1917	Antisense	NIC	None	6	10	9	10
227	141418	TALONG000000227	TALONT000141418	TALONG000000227	TALONT000141418	8	1284	Antisense	ISM	Both	17	8	13	29
227	141433	TALONG000000227	TALONT000141433	TALONG000000227	TALONT000141433	5	684	Antisense	NIC	None	64	24	36	61
227	141437	TALONG000000227	TALONT000141437	TALONG000000227	TALONT000141437	5	678	Antisense	NIC	None	13	11	11	21
227	141438	TALONG000000227	TALONT000141438	TALONG000000227	TALONT000141438	14	1918	Antisense	NIC	None	7	8	24	20
227	141442	TALONG000000227	TALONT000141442	TALONG000000227	TALONT000141442	5	791	Antisense	NIC	None	21	5	11	15
227	141450	TALONG000000227	TALONT000141450	TALONG000000227	TALONT000141450	7	1274	Antisense	ISM	Suffix	35	29	34	67
227	141451	TALONG000000227	TALONT000141451	TALONG000000227	TALONT000141451	7	1267	Antisense	ISM	Suffix	29	20	16	56
227	141457	TALONG000000227	TALONT000141457	TALONG000000227	TALONT000141457	5	679	Antisense	NNC	None	23	6	23	37
49	141481	R1_73	TALONT000141481	TALONG000000049	TALONT000141481	5	679	Known	ISM	Prefix	82	18	39	73
49	141484	R1_73	TALONT000141484	TALONG000000049	TALONT000141484	8	1280	Known	NIC	None	39	18	29	46
49	141491	R1_73	TALONT000141491	TALONG000000049	TALONT000141491	14	1910	Known	NIC	None	39	93	59	98
49	141494	R1_73	TALONT000141494	TALONG000000049	TALONT000141494	7	1217	Known	NIC	None	17	7	10	29
49	141498	R1_73	TALONT000141498	TALONG000000049	TALONT000141498	5	661	Known	NIC	None	31	8	16	26
49	141522	R1_73	TALONT000141522	TALONG000000049	TALONT000141522	14	1914	Known	NIC	None	20	24	23	32
49	141526	R1_73	TALONT000141526	TALONG000000049	TALONT000141526	14	1908	Known	NIC	None	9	11	8	13
227	141547	TALONG000000227	TALONT000141547	TALONG000000227	TALONT000141547	5	633	Antisense	NIC	None	12	6	9	13
227	141548	TALONG000000227	TALONT000141548	TALONG000000227	TALONT000141548	3	282	Antisense	ISM	Suffix	10	10	10	9
227	141549	TALONG000000227	TALONT000141549	TALONG000000227	TALONT000141549	14	1910	Antisense	ISM	Prefix	31	86	53	92
227	141555	TALONG000000227	TALONT000141555	TALONG000000227	TALONT000141555	7	1226	Antisense	ISM	Suffix	24	16	23	23
227	141556	TALONG000000227	TALONT000141556	TALONG000000227	TALONT000141556	6	1000	Antisense	ISM	Suffix	33	12	21	27
227	141579	TALONG000000227	TALONT000141579	TALONG000000227	TALONT000141579	5	695	Antisense	NIC	None	55	22	26	47
227	141584	TALONG000000227	TALONT000141584	TALONG000000227	TALONT000141584	6	933	Antisense	ISM	Suffix	14	12	17	17
227	141588	TALONG000000227	TALONT000141588	TALONG000000227	TALONT000141588	5	674	Antisense	NIC	None	16	7	14	31
227	141637	TALONG000000227	TALONT000141637	TALONG000000227	TALONT000141637	5	663	Antisense	ISM	Prefix	6	6	5	12
49	141666	R1_73	TALONT000141666	TALONG000000049	TALONT000141666	5	683	Known	NIC	None	45	12	11	23
49	141708	R1_73	TALONT000141708	TALONG000000049	TALONT000141708	5	681	Known	ISM	Prefix	25	12	13	20
227	142693	TALONG000000227	TALONT000142693	TALONG000000227	TALONT000142693	5	690	Antisense	NIC	None	17	5	5	9
227	144727	TALONG000000227	TALONT000144727	TALONG000000227	TALONT000144727	5	1296	Antisense	ISM	Both	2135	828	5842	8983
227	144729	TALONG000000227	TALONT000144729	TALONG000000227	TALONT000144729	5	647	Antisense	ISM	Prefix	328	99	820	1303
